incident_id,date,year,month,month_name,hour,time_slot,emirate,incident_type,road_type,vehicle_type,weather_condition,severity_score,fatalities,injuries,response_time_min,fine_aed
INC-02174,2022-12-24,2022,12,December,12,Midday (9-15),Dubai,Parking Violation,Highway,SUV,Clear,3,0,6,4.6,2000
INC-02175,2020-08-21,2020,8,August,7,Morning Rush (6-9),Fujairah,Speeding,Residential,Bus,Clear,3,0,2,10.8,3000
INC-02176,2022-11-20,2022,11,November,12,Midday (9-15),Dubai,Signal Violation,Highway,Sedan,Clear,4,0,1,3.5,0
INC-02177,2020-01-21,2020,1,January,10,Midday (9-15),Sharjah,Pedestrian Accident,Urban Street,Sedan,Clear,5,0,7,10.4,0
INC-02178,2019-06-28,2019,6,June,22,Night (19-24),Abu Dhabi,Distracted Driving,Urban Street,Truck,Clear,1,0,0,4.3,800
INC-02179,2019-06-07,2019,6,June,10,Midday (9-15),Dubai,Tailgating,Highway,Sedan,Clear,1,0,1,10.8,400
INC-02180,2022-11-28,2022,11,November,16,Evening Rush (15-19),Dubai,Speeding,Urban Street,Truck,Sandstorm,2,0,1,8.0,600
INC-02181,2021-12-02,2021,12,December,18,Evening Rush (15-19),Fujairah,Pedestrian Accident,Urban Street,SUV,Clear,5,1,0,15.6,0
INC-02182,2020-08-23,2020,8,August,18,Evening Rush (15-19),Abu Dhabi,DUI,Urban Street,Bus,Heatwave,3,0,5,12.4,2000
INC-02183,2019-09-28,2019,9,September,21,Night (19-24),Sharjah,Parking Violation,Urban Street,Sedan,Clear,3,0,3,13.4,1000
INC-02184,2023-02-19,2023,2,February,21,Night (19-24),Dubai,Tailgating,Urban Street,Motorcycle,Fog,4,1,4,5.4,0
INC-02185,2020-01-23,2020,1,January,1,Early Morning (0-6),Dubai,Distracted Driving,Coastal Road,SUV,Fog,3,0,6,6.2,600
INC-02186,2023-09-06,2023,9,September,18,Evening Rush (15-19),Dubai,Vehicle Collision,Highway,SUV,Clear,5,0,10,6.9,0
INC-02187,2020-11-18,2020,11,November,17,Evening Rush (15-19),Dubai,Vehicle Collision,Urban Street,Sedan,Clear,3,0,2,11.5,3000
INC-02188,2022-08-16,2022,8,August,5,Early Morning (0-6),Dubai,Distracted Driving,Coastal Road,SUV,Clear,4,0,7,6.6,0
INC-02189,2022-04-30,2022,4,April,9,Midday (9-15),Sharjah,Reckless Driving,Highway,SUV,Clear,4,0,8,13.5,0
INC-02190,2023-09-21,2023,9,September,15,Evening Rush (15-19),Dubai,Tailgating,Residential,Sedan,Heatwave,3,0,3,8.4,800
INC-02191,2022-03-07,2022,3,March,10,Midday (9-15),Abu Dhabi,Pedestrian Accident,Urban Street,SUV,Sandstorm,2,0,2,10.0,600
INC-02192,2023-06-05,2023,6,June,10,Midday (9-15),Abu Dhabi,Vehicle Collision,Urban Street,SUV,Clear,2,0,3,8.1,800
INC-02193,2020-08-13,2020,8,August,13,Midday (9-15),Dubai,Pedestrian Accident,Coastal Road,Truck,Clear,4,0,0,9.6,0
INC-02194,2019-10-31,2019,10,October,14,Midday (9-15),Abu Dhabi,Pedestrian Accident,Coastal Road,Bus,Sandstorm,3,0,3,13.4,600
INC-02195,2022-06-20,2022,6,June,5,Early Morning (0-6),Ras Al Khaimah,Distracted Driving,Urban Street,Truck,Sandstorm,5,1,8,8.0,0
INC-02196,2020-08-07,2020,8,August,18,Evening Rush (15-19),Abu Dhabi,Vehicle Collision,Highway,Sedan,Clear,2,0,1,16.6,3000
INC-02197,2022-11-19,2022,11,November,10,Midday (9-15),Umm Al Quwain,Vehicle Collision,Urban Street,Sedan,Clear,5,1,2,10.9,0
INC-02198,2019-11-27,2019,11,November,22,Night (19-24),Dubai,Tailgating,Highway,SUV,Heatwave,2,0,0,4.7,800
INC-02199,2022-03-22,2022,3,March,13,Midday (9-15),Dubai,Distracted Driving,Urban Street,Bus,Clear,2,0,2,8.2,800
INC-02200,2020-01-13,2020,1,January,23,Night (19-24),Abu Dhabi,Pedestrian Accident,Coastal Road,Sedan,Clear,2,0,0,14.7,3000
INC-02201,2020-10-11,2020,10,October,7,Morning Rush (6-9),Dubai,Vehicle Collision,Highway,SUV,Clear,5,1,2,9.2,0
INC-02202,2021-02-02,2021,2,February,18,Evening Rush (15-19),Sharjah,Signal Violation,Urban Street,Motorcycle,Clear,3,0,1,17.6,2000
INC-02203,2020-09-09,2020,9,September,16,Evening Rush (15-19),Abu Dhabi,Signal Violation,Residential,SUV,Heatwave,1,0,0,10.6,1000
INC-02204,2021-10-19,2021,10,October,15,Evening Rush (15-19),Dubai,Vehicle Collision,Highway,Sedan,Sandstorm,5,1,7,8.5,0
INC-02205,2020-10-17,2020,10,October,11,Midday (9-15),Dubai,Wrong Way Driving,Urban Street,Van,Clear,2,0,4,8.3,2000
INC-02206,2020-11-09,2020,11,November,14,Midday (9-15),Dubai,Pedestrian Accident,Urban Street,Sedan,Clear,4,0,4,3.7,0
INC-02207,2021-08-28,2021,8,August,17,Evening Rush (15-19),Abu Dhabi,Parking Violation,Industrial Zone,SUV,Sandstorm,5,0,9,11.9,0
INC-02208,2022-09-27,2022,9,September,13,Midday (9-15),Abu Dhabi,Signal Violation,Highway,SUV,Sandstorm,2,0,4,14.8,3000
INC-02209,2021-06-24,2021,6,June,10,Midday (9-15),Dubai,Signal Violation,Urban Street,Motorcycle,Clear,2,0,0,7.3,3000
INC-02210,2021-09-07,2021,9,September,16,Evening Rush (15-19),Ajman,Distracted Driving,Urban Street,SUV,Clear,5,1,2,10.2,0
INC-02211,2022-10-20,2022,10,October,8,Morning Rush (6-9),Ajman,Speeding,Highway,Sedan,Clear,3,0,2,13.8,400
INC-02212,2021-04-02,2021,4,April,13,Midday (9-15),Ras Al Khaimah,Wrong Way Driving,Urban Street,Sedan,Sandstorm,4,0,3,11.6,0
INC-02213,2021-07-02,2021,7,July,19,Night (19-24),Sharjah,DUI,Highway,Sedan,Sandstorm,3,0,2,14.4,400
INC-02214,2022-05-30,2022,5,May,10,Midday (9-15),Sharjah,Speeding,Residential,SUV,Sandstorm,4,0,8,12.8,0
INC-02215,2020-03-30,2020,3,March,15,Evening Rush (15-19),Abu Dhabi,Vehicle Collision,Coastal Road,SUV,Clear,4,0,4,9.3,0
INC-02216,2020-02-05,2020,2,February,15,Evening Rush (15-19),Dubai,Speeding,Residential,Sedan,Sandstorm,2,0,4,5.6,1000
INC-02217,2022-10-18,2022,10,October,7,Morning Rush (6-9),Sharjah,Wrong Way Driving,Highway,Motorcycle,Fog,4,0,1,9.0,0
INC-02218,2021-11-14,2021,11,November,13,Midday (9-15),Dubai,Speeding,Residential,Sedan,Clear,3,0,3,4.9,800
INC-02219,2022-05-20,2022,5,May,22,Night (19-24),Ras Al Khaimah,Reckless Driving,Coastal Road,Van,Sandstorm,4,0,0,11.6,0
INC-02220,2022-09-27,2022,9,September,9,Midday (9-15),Dubai,Pedestrian Accident,Urban Street,Sedan,Clear,2,0,1,8.8,3000
INC-02221,2023-10-15,2023,10,October,21,Night (19-24),Abu Dhabi,Pedestrian Accident,Highway,Sedan,Clear,3,0,3,12.5,800
INC-02222,2019-01-25,2019,1,January,4,Early Morning (0-6),Abu Dhabi,Pedestrian Accident,Industrial Zone,Bus,Clear,2,0,2,16.4,800
INC-02223,2021-07-01,2021,7,July,14,Midday (9-15),Abu Dhabi,Reckless Driving,Coastal Road,Sedan,Heatwave,4,0,1,11.3,0
INC-02224,2020-03-17,2020,3,March,20,Night (19-24),Dubai,Pedestrian Accident,Urban Street,Sedan,Heatwave,4,0,7,11.6,0
INC-02225,2023-02-27,2023,2,February,16,Evening Rush (15-19),Abu Dhabi,Tailgating,Urban Street,Sedan,Fog,5,0,7,16.2,0
INC-02226,2020-08-14,2020,8,August,14,Midday (9-15),Dubai,Speeding,Urban Street,SUV,Clear,2,0,3,8.4,3000
INC-02227,2021-04-28,2021,4,April,17,Evening Rush (15-19),Dubai,Reckless Driving,Coastal Road,Sedan,Clear,2,0,4,7.4,2000
INC-02228,2019-06-26,2019,6,June,11,Midday (9-15),Fujairah,Speeding,Highway,SUV,Clear,2,0,2,9.3,1000
INC-02229,2023-11-12,2023,11,November,15,Evening Rush (15-19),Abu Dhabi,Wrong Way Driving,Urban Street,Motorcycle,Clear,3,0,2,18.0,400
INC-02230,2022-04-24,2022,4,April,12,Midday (9-15),Dubai,Vehicle Collision,Highway,Sedan,Clear,4,0,1,8.5,0
INC-02231,2019-01-14,2019,1,January,20,Night (19-24),Dubai,Speeding,Industrial Zone,Truck,Sandstorm,3,0,2,9.8,1000
INC-02232,2019-12-25,2019,12,December,5,Early Morning (0-6),Sharjah,Pedestrian Accident,Residential,SUV,Fog,4,0,2,11.8,0
INC-02233,2020-02-13,2020,2,February,11,Midday (9-15),Sharjah,Tailgating,Industrial Zone,Sedan,Sandstorm,3,0,3,7.7,800
INC-02234,2022-02-08,2022,2,February,13,Midday (9-15),Dubai,DUI,Highway,Truck,Clear,3,0,6,8.4,800
INC-02235,2023-09-06,2023,9,September,20,Night (19-24),Dubai,Pedestrian Accident,Residential,Sedan,Clear,3,0,3,13.1,2000
INC-02236,2023-02-24,2023,2,February,19,Night (19-24),Dubai,Parking Violation,Highway,SUV,Rain,3,0,0,10.8,400
INC-02237,2019-11-12,2019,11,November,18,Evening Rush (15-19),Dubai,DUI,Highway,SUV,Clear,2,0,3,8.5,400
INC-02238,2022-09-01,2022,9,September,23,Night (19-24),Sharjah,Distracted Driving,Highway,SUV,Sandstorm,4,0,4,12.2,0
INC-02239,2021-05-04,2021,5,May,23,Night (19-24),Ras Al Khaimah,Speeding,Urban Street,Truck,Clear,2,0,1,12.2,400
INC-02240,2019-09-02,2019,9,September,8,Morning Rush (6-9),Dubai,Reckless Driving,Urban Street,SUV,Clear,4,0,7,6.2,0
INC-02241,2019-05-17,2019,5,May,12,Midday (9-15),Dubai,Vehicle Collision,Industrial Zone,Truck,Clear,3,0,2,11.0,2000
INC-02242,2021-09-11,2021,9,September,22,Night (19-24),Abu Dhabi,Distracted Driving,Coastal Road,Sedan,Clear,3,0,6,19.0,800
INC-02243,2022-07-10,2022,7,July,19,Night (19-24),Sharjah,Signal Violation,Residential,Sedan,Sandstorm,5,0,1,13.7,0
INC-02244,2021-02-03,2021,2,February,9,Midday (9-15),Ajman,Reckless Driving,Coastal Road,Sedan,Clear,3,0,4,11.5,400
INC-02245,2023-09-28,2023,9,September,20,Night (19-24),Abu Dhabi,DUI,Highway,Van,Clear,2,0,4,13.4,400
INC-02246,2019-10-27,2019,10,October,3,Early Morning (0-6),Dubai,Reckless Driving,Industrial Zone,Truck,Clear,3,0,5,8.5,600
INC-02247,2021-01-01,2021,1,January,15,Evening Rush (15-19),Dubai,Vehicle Collision,Residential,Truck,Fog,2,0,2,10.3,800
INC-02248,2021-05-09,2021,5,May,8,Morning Rush (6-9),Dubai,Reckless Driving,Highway,Sedan,Clear,4,0,5,7.6,0
INC-02249,2019-04-10,2019,4,April,13,Midday (9-15),Sharjah,Wrong Way Driving,Highway,Sedan,Clear,2,0,4,12.1,3000
INC-02250,2019-06-07,2019,6,June,2,Early Morning (0-6),Sharjah,Wrong Way Driving,Residential,SUV,Clear,4,0,2,15.2,0
INC-02251,2023-04-16,2023,4,April,15,Evening Rush (15-19),Ajman,Vehicle Collision,Coastal Road,Sedan,Heatwave,1,0,0,12.7,2000
INC-02252,2020-10-22,2020,10,October,13,Midday (9-15),Umm Al Quwain,Vehicle Collision,Coastal Road,SUV,Clear,4,0,4,12.2,0
INC-02253,2020-07-09,2020,7,July,17,Evening Rush (15-19),Sharjah,DUI,Highway,SUV,Sandstorm,5,1,5,13.2,0
INC-02254,2019-07-16,2019,7,July,6,Morning Rush (6-9),Dubai,Wrong Way Driving,Highway,Bus,Clear,3,0,2,8.2,600
INC-02255,2019-01-27,2019,1,January,16,Evening Rush (15-19),Dubai,Distracted Driving,Highway,SUV,Fog,2,0,2,6.3,800
INC-02256,2023-05-14,2023,5,May,7,Morning Rush (6-9),Dubai,Speeding,Urban Street,SUV,Sandstorm,4,0,5,11.1,0
INC-02257,2019-11-30,2019,11,November,11,Midday (9-15),Dubai,DUI,Coastal Road,Sedan,Clear,1,0,0,8.9,2000
INC-02258,2020-03-28,2020,3,March,15,Evening Rush (15-19),Abu Dhabi,Signal Violation,Residential,SUV,Clear,4,0,8,7.7,0
INC-02259,2022-06-10,2022,6,June,9,Midday (9-15),Ajman,Wrong Way Driving,Urban Street,Sedan,Rain,4,0,8,10.1,0
INC-02260,2023-09-29,2023,9,September,17,Evening Rush (15-19),Sharjah,Speeding,Residential,Sedan,Clear,3,0,4,11.2,3000
INC-02261,2023-03-29,2023,3,March,6,Morning Rush (6-9),Dubai,Parking Violation,Residential,Sedan,Sandstorm,5,1,6,-0.5,0
INC-02262,2021-08-01,2021,8,August,19,Night (19-24),Dubai,Reckless Driving,Urban Street,Truck,Clear,5,1,1,10.5,0
INC-02263,2023-08-04,2023,8,August,16,Evening Rush (15-19),Ras Al Khaimah,Pedestrian Accident,Highway,Truck,Clear,2,0,0,12.4,1000
INC-02264,2020-12-14,2020,12,December,21,Night (19-24),Abu Dhabi,Reckless Driving,Urban Street,Sedan,Sandstorm,3,0,2,9.6,600
INC-02265,2023-08-01,2023,8,August,2,Early Morning (0-6),Dubai,Reckless Driving,Urban Street,Sedan,Clear,3,0,4,8.1,2000
INC-02266,2023-04-13,2023,4,April,15,Evening Rush (15-19),Dubai,Distracted Driving,Industrial Zone,SUV,Clear,5,0,2,8.7,0
INC-02267,2022-12-24,2022,12,December,22,Night (19-24),Abu Dhabi,Signal Violation,Highway,Sedan,Fog,3,0,5,13.5,400
INC-02268,2020-03-31,2020,3,March,18,Evening Rush (15-19),Abu Dhabi,Parking Violation,Coastal Road,SUV,Sandstorm,2,0,1,14.3,3000
INC-02269,2020-04-09,2020,4,April,6,Morning Rush (6-9),Sharjah,Signal Violation,Residential,Truck,Heatwave,2,0,1,12.6,600
INC-02270,2019-06-10,2019,6,June,5,Early Morning (0-6),Fujairah,Tailgating,Highway,Motorcycle,Sandstorm,3,0,6,7.0,400
INC-02271,2019-06-09,2019,6,June,17,Evening Rush (15-19),Fujairah,Distracted Driving,Urban Street,Sedan,Clear,1,0,1,9.0,1000
INC-02272,2019-03-29,2019,3,March,12,Midday (9-15),Abu Dhabi,Signal Violation,Residential,Motorcycle,Clear,2,0,0,9.4,3000
INC-02273,2021-11-17,2021,11,November,16,Evening Rush (15-19),Sharjah,Wrong Way Driving,Residential,Sedan,Clear,3,0,3,10.5,400
INC-02274,2020-06-02,2020,6,June,6,Morning Rush (6-9),Dubai,Pedestrian Accident,Coastal Road,Sedan,Fog,2,0,2,5.7,3000
INC-02275,2019-01-22,2019,1,January,17,Evening Rush (15-19),Sharjah,Signal Violation,Industrial Zone,Truck,Clear,4,0,1,13.7,0
INC-02276,2022-05-17,2022,5,May,23,Night (19-24),Dubai,Pedestrian Accident,Highway,Sedan,Heatwave,2,0,1,4.1,600
INC-02277,2022-10-05,2022,10,October,19,Night (19-24),Dubai,Pedestrian Accident,Urban Street,SUV,Heatwave,2,0,0,9.3,600
INC-02278,2023-09-29,2023,9,September,8,Morning Rush (6-9),Sharjah,Pedestrian Accident,Urban Street,Sedan,Clear,4,0,4,14.7,0
INC-02279,2022-04-02,2022,4,April,17,Evening Rush (15-19),Abu Dhabi,Pedestrian Accident,Highway,Truck,Clear,2,0,1,10.4,2000
INC-02280,2023-05-19,2023,5,May,15,Evening Rush (15-19),Fujairah,Pedestrian Accident,Coastal Road,Motorcycle,Clear,4,0,3,11.8,0
INC-02281,2021-10-31,2021,10,October,12,Midday (9-15),Dubai,Vehicle Collision,Urban Street,SUV,Clear,3,0,0,11.1,2000
INC-02282,2023-04-13,2023,4,April,17,Evening Rush (15-19),Abu Dhabi,Pedestrian Accident,Coastal Road,SUV,Clear,1,0,0,13.7,3000
INC-02283,2020-01-28,2020,1,January,9,Midday (9-15),Abu Dhabi,DUI,Highway,Sedan,Clear,5,0,2,11.1,0
INC-02284,2023-03-25,2023,3,March,4,Early Morning (0-6),Dubai,Parking Violation,Highway,SUV,Clear,3,0,5,1.9,400
INC-02285,2020-03-14,2020,3,March,14,Midday (9-15),Dubai,Reckless Driving,Highway,Sedan,Clear,5,1,7,14.4,0
INC-02286,2021-01-20,2021,1,January,11,Midday (9-15),Fujairah,Distracted Driving,Highway,SUV,Fog,5,2,2,14.3,0
INC-02287,2021-06-19,2021,6,June,0,Early Morning (0-6),Dubai,Reckless Driving,Highway,Motorcycle,Fog,5,0,1,3.3,0
INC-02288,2020-01-06,2020,1,January,14,Midday (9-15),Dubai,Parking Violation,Highway,SUV,Rain,4,0,6,11.7,0
INC-02289,2021-05-18,2021,5,May,14,Midday (9-15),Sharjah,DUI,Urban Street,Truck,Clear,2,0,1,14.3,1000
INC-02290,2019-08-20,2019,8,August,8,Morning Rush (6-9),Sharjah,Reckless Driving,Urban Street,Sedan,Clear,4,0,5,14.2,0
INC-02291,2019-09-11,2019,9,September,7,Morning Rush (6-9),Dubai,Tailgating,Urban Street,Sedan,Clear,3,0,4,9.8,600
INC-02292,2021-10-12,2021,10,October,7,Morning Rush (6-9),Fujairah,Vehicle Collision,Urban Street,Truck,Clear,4,0,4,13.6,0
INC-02293,2022-02-15,2022,2,February,8,Morning Rush (6-9),Dubai,Speeding,Industrial Zone,SUV,Fog,5,0,1,11.9,0
INC-02294,2020-11-02,2020,11,November,16,Evening Rush (15-19),Ajman,Pedestrian Accident,Highway,SUV,Clear,3,0,3,15.8,800
INC-02295,2021-07-24,2021,7,July,19,Night (19-24),Abu Dhabi,Distracted Driving,Urban Street,Sedan,Clear,3,0,2,8.7,3000
INC-02296,2023-09-19,2023,9,September,17,Evening Rush (15-19),Fujairah,Wrong Way Driving,Urban Street,Truck,Sandstorm,4,0,8,10.6,0
INC-02297,2021-04-14,2021,4,April,13,Midday (9-15),Dubai,Vehicle Collision,Residential,SUV,Sandstorm,3,0,6,12.0,1000
INC-02298,2020-01-22,2020,1,January,20,Night (19-24),Dubai,Signal Violation,Highway,Motorcycle,Sandstorm,5,1,7,7.3,0
INC-02299,2022-10-22,2022,10,October,10,Midday (9-15),Dubai,Distracted Driving,Highway,Motorcycle,Clear,2,0,0,9.9,3000
INC-02300,2021-10-03,2021,10,October,18,Evening Rush (15-19),Abu Dhabi,Vehicle Collision,Urban Street,SUV,Clear,4,0,6,7.1,0
INC-02301,2021-06-16,2021,6,June,11,Midday (9-15),Ras Al Khaimah,Parking Violation,Highway,SUV,Clear,3,0,5,12.7,400
INC-02302,2019-09-02,2019,9,September,18,Evening Rush (15-19),Dubai,Distracted Driving,Highway,Sedan,Clear,2,0,3,12.1,3000
INC-02303,2022-04-24,2022,4,April,8,Morning Rush (6-9),Sharjah,Parking Violation,Highway,Sedan,Clear,5,1,2,15.0,0
INC-02304,2019-05-13,2019,5,May,12,Midday (9-15),Dubai,Signal Violation,Residential,SUV,Sandstorm,3,0,1,10.0,800
INC-02305,2020-02-15,2020,2,February,18,Evening Rush (15-19),Dubai,Tailgating,Highway,SUV,Fog,4,0,6,5.2,0
INC-02306,2019-09-09,2019,9,September,16,Evening Rush (15-19),Ajman,Parking Violation,Urban Street,Sedan,Clear,2,0,3,9.7,3000
INC-02307,2021-10-19,2021,10,October,5,Early Morning (0-6),Dubai,Speeding,Highway,Truck,Clear,2,0,4,5.9,2000
INC-02308,2020-07-13,2020,7,July,6,Morning Rush (6-9),Ajman,Speeding,Urban Street,SUV,Heatwave,4,0,6,8.0,0
INC-02309,2020-12-30,2020,12,December,8,Morning Rush (6-9),Fujairah,Pedestrian Accident,Urban Street,Sedan,Fog,4,0,6,9.7,0
INC-02310,2021-09-19,2021,9,September,7,Morning Rush (6-9),Sharjah,Reckless Driving,Industrial Zone,Truck,Sandstorm,4,0,2,14.1,0
INC-02311,2023-04-22,2023,4,April,23,Night (19-24),Abu Dhabi,Tailgating,Highway,Sedan,Clear,3,0,0,13.0,800
INC-02312,2021-09-29,2021,9,September,16,Evening Rush (15-19),Abu Dhabi,Distracted Driving,Residential,Sedan,Clear,3,0,5,12.2,600
INC-02313,2019-03-02,2019,3,March,6,Morning Rush (6-9),Abu Dhabi,DUI,Highway,Sedan,Sandstorm,2,0,0,12.2,400
INC-02314,2021-10-17,2021,10,October,14,Midday (9-15),Abu Dhabi,Distracted Driving,Highway,Motorcycle,Sandstorm,5,2,2,14.5,0
INC-02315,2021-02-22,2021,2,February,9,Midday (9-15),Sharjah,Parking Violation,Highway,Bus,Sandstorm,4,0,5,4.4,0
INC-02316,2019-11-09,2019,11,November,12,Midday (9-15),Abu Dhabi,DUI,Residential,Motorcycle,Heatwave,2,0,4,10.5,400
INC-02317,2023-04-06,2023,4,April,13,Midday (9-15),Abu Dhabi,Signal Violation,Urban Street,SUV,Clear,1,0,2,4.5,1000
INC-02318,2023-06-12,2023,6,June,14,Midday (9-15),Sharjah,Wrong Way Driving,Urban Street,Sedan,Heatwave,3,0,2,14.6,3000
INC-02319,2021-10-16,2021,10,October,6,Morning Rush (6-9),Abu Dhabi,Wrong Way Driving,Highway,SUV,Clear,3,0,2,8.0,2000
INC-02320,2020-12-04,2020,12,December,23,Night (19-24),Dubai,Distracted Driving,Highway,Motorcycle,Clear,4,0,8,13.6,0
INC-02321,2022-01-24,2022,1,January,6,Morning Rush (6-9),Abu Dhabi,Reckless Driving,Industrial Zone,Truck,Clear,1,0,0,12.8,1000
INC-02322,2023-12-08,2023,12,December,17,Evening Rush (15-19),Ras Al Khaimah,Tailgating,Urban Street,SUV,Clear,5,2,6,8.8,0
INC-02323,2021-07-10,2021,7,July,5,Early Morning (0-6),Ajman,Reckless Driving,Highway,Bus,Clear,2,0,3,3.7,1000
INC-02324,2021-07-30,2021,7,July,13,Midday (9-15),Abu Dhabi,Speeding,Highway,Bus,Heatwave,1,0,0,18.2,2000
INC-02325,2022-09-12,2022,9,September,15,Evening Rush (15-19),Dubai,DUI,Highway,Sedan,Sandstorm,5,0,4,8.8,0
INC-02326,2023-12-17,2023,12,December,9,Midday (9-15),Dubai,Tailgating,Coastal Road,SUV,Fog,5,0,7,10.3,0
INC-02327,2021-06-01,2021,6,June,15,Evening Rush (15-19),Abu Dhabi,Reckless Driving,Residential,Truck,Clear,2,0,3,13.8,1000
INC-02328,2023-04-14,2023,4,April,20,Night (19-24),Fujairah,Wrong Way Driving,Urban Street,SUV,Fog,2,0,3,9.6,3000
INC-02329,2022-02-08,2022,2,February,21,Night (19-24),Ras Al Khaimah,Speeding,Coastal Road,Sedan,Rain,4,0,7,13.7,0
INC-02330,2021-09-01,2021,9,September,15,Evening Rush (15-19),Dubai,Pedestrian Accident,Residential,Truck,Clear,3,0,1,3.7,2000
INC-02331,2019-04-25,2019,4,April,19,Night (19-24),Abu Dhabi,Vehicle Collision,Residential,SUV,Sandstorm,3,0,3,9.3,2000
INC-02332,2021-02-12,2021,2,February,18,Evening Rush (15-19),Dubai,DUI,Residential,Van,Clear,3,0,2,1.5,800
INC-02333,2020-10-18,2020,10,October,15,Evening Rush (15-19),Sharjah,DUI,Urban Street,Sedan,Clear,1,0,2,13.8,400
INC-02334,2019-09-20,2019,9,September,20,Night (19-24),Ras Al Khaimah,Tailgating,Urban Street,Truck,Clear,4,0,5,15.0,0
INC-02335,2023-07-16,2023,7,July,4,Early Morning (0-6),Dubai,DUI,Highway,Motorcycle,Clear,4,0,0,9.4,0
INC-02336,2023-04-17,2023,4,April,19,Night (19-24),Abu Dhabi,Wrong Way Driving,Urban Street,Sedan,Clear,5,2,5,14.0,0
INC-02337,2021-02-18,2021,2,February,8,Morning Rush (6-9),Sharjah,Vehicle Collision,Industrial Zone,Sedan,Clear,1,0,1,15.4,800
INC-02338,2021-04-23,2021,4,April,19,Night (19-24),Ajman,DUI,Highway,SUV,Clear,2,0,1,10.5,600
INC-02339,2020-04-25,2020,4,April,11,Midday (9-15),Dubai,Tailgating,Highway,SUV,Clear,4,0,1,6.0,0
INC-02340,2022-11-10,2022,11,November,10,Midday (9-15),Sharjah,Distracted Driving,Urban Street,Motorcycle,Clear,1,0,1,16.0,400
INC-02341,2020-11-22,2020,11,November,21,Night (19-24),Dubai,Pedestrian Accident,Urban Street,SUV,Heatwave,2,0,4,10.3,800
INC-02342,2019-03-18,2019,3,March,20,Night (19-24),Sharjah,Wrong Way Driving,Urban Street,SUV,Sandstorm,4,0,6,18.1,0
INC-02343,2022-03-09,2022,3,March,0,Early Morning (0-6),Abu Dhabi,Reckless Driving,Highway,SUV,Clear,4,0,6,10.6,0
INC-02344,2020-06-30,2020,6,June,6,Morning Rush (6-9),Abu Dhabi,Vehicle Collision,Industrial Zone,Sedan,Clear,1,0,1,10.0,2000
INC-02345,2019-02-15,2019,2,February,6,Morning Rush (6-9),Sharjah,Wrong Way Driving,Highway,Bus,Clear,5,0,6,3.1,0
INC-02346,2022-03-14,2022,3,March,23,Night (19-24),Umm Al Quwain,Parking Violation,Urban Street,SUV,Sandstorm,3,0,4,10.4,400
INC-02347,2023-07-14,2023,7,July,15,Evening Rush (15-19),Abu Dhabi,Speeding,Residential,Sedan,Clear,3,0,5,17.3,3000
INC-02348,2020-02-26,2020,2,February,5,Early Morning (0-6),Sharjah,Tailgating,Urban Street,Truck,Fog,3,0,4,17.5,3000
INC-02349,2020-11-26,2020,11,November,6,Morning Rush (6-9),Sharjah,Signal Violation,Coastal Road,Truck,Clear,2,0,2,8.0,800
INC-02350,2021-06-11,2021,6,June,4,Early Morning (0-6),Dubai,Pedestrian Accident,Highway,SUV,Clear,2,0,0,8.1,2000
INC-02351,2020-03-14,2020,3,March,18,Evening Rush (15-19),Dubai,DUI,Residential,Sedan,Sandstorm,3,0,0,11.9,800
INC-02352,2022-03-20,2022,3,March,22,Night (19-24),Abu Dhabi,Parking Violation,Industrial Zone,Sedan,Sandstorm,3,0,1,10.3,2000
INC-02353,2023-03-02,2023,3,March,17,Evening Rush (15-19),Dubai,Signal Violation,Urban Street,Sedan,Heatwave,5,0,9,4.6,0
INC-02354,2019-07-14,2019,7,July,20,Night (19-24),Abu Dhabi,Distracted Driving,Urban Street,Sedan,Clear,3,0,2,9.7,400
INC-02355,2022-03-06,2022,3,March,13,Midday (9-15),Dubai,Speeding,Urban Street,Sedan,Heatwave,4,0,7,6.3,0
INC-02356,2021-05-24,2021,5,May,13,Midday (9-15),Dubai,Pedestrian Accident,Highway,Sedan,Sandstorm,3,0,6,12.3,400
INC-02357,2022-08-27,2022,8,August,1,Early Morning (0-6),Abu Dhabi,Speeding,Coastal Road,Bus,Sandstorm,5,1,8,14.8,0
INC-02358,2023-07-05,2023,7,July,14,Midday (9-15),Dubai,Parking Violation,Urban Street,SUV,Heatwave,2,0,4,10.9,800
INC-02359,2020-02-14,2020,2,February,10,Midday (9-15),Dubai,Pedestrian Accident,Urban Street,Sedan,Fog,3,0,2,10.4,2000
INC-02360,2021-11-21,2021,11,November,19,Night (19-24),Ajman,DUI,Highway,Sedan,Clear,3,0,6,14.6,2000
INC-02361,2020-01-05,2020,1,January,11,Midday (9-15),Sharjah,Wrong Way Driving,Urban Street,SUV,Fog,5,1,10,12.9,0
INC-02362,2022-12-11,2022,12,December,8,Morning Rush (6-9),Ajman,Wrong Way Driving,Highway,SUV,Sandstorm,4,0,2,7.5,0
INC-02363,2022-03-27,2022,3,March,0,Early Morning (0-6),Abu Dhabi,Pedestrian Accident,Residential,Motorcycle,Clear,3,0,5,10.5,3000
INC-02364,2021-08-15,2021,8,August,19,Night (19-24),Abu Dhabi,Signal Violation,Residential,Bus,Clear,2,0,4,10.2,2000
INC-02365,2023-10-13,2023,10,October,12,Midday (9-15),Dubai,Distracted Driving,Coastal Road,Bus,Sandstorm,5,0,6,5.4,0
